busId,timestamp,latitude,longitude,speed
BUS002,2025-04-19T14:57:03,37.389474402880445,-5.977929221889634,33.03279363223595
BUS003,2025-04-19T14:58:03,37.38480751133877,-5.9797529039181905,49.46939292449607
BUS001,2025-04-19T14:59:03,37.38660429047069,-5.979543754639692,48.76378676461957
BUS002,2025-04-19T15:00:03,37.38973867018022,-5.985061992395605,32.85924030574439
BUS003,2025-04-19T15:01:03,37.3848131233925,-5.980400169916546,29.65672498891984
BUS001,2025-04-19T15:02:03,37.3899963153627,-5.97811165796304,45.329213972792004
BUS002,2025-04-19T15:03:03,37.387291976642956,-5.985160831450537,29.48768423272983
BUS003,2025-04-19T15:04:03,37.390109487679915,-5.97858765763049,42.2555925536803
BUS001,2025-04-19T15:05:03,37.38994344897948,-5.984303795503233,34.99855822778554
BUS002,2025-04-19T15:06:03,37.39050336976027,-5.981266412407991,25.614131047791357
BUS003,2025-04-19T15:07:03,37.3898830141784,-5.980347656347725,46.1387417382702
BUS001,2025-04-19T15:08:03,37.38434723381062,-5.979962631742543,37.624236333672656
BUS002,2025-04-19T15:09:03,37.39093124937608,-5.9849502488354585,27.61836611267994
BUS003,2025-04-19T15:10:03,37.38960595668235,-5.983034181600507,29.54055624344344
BUS001,2025-04-19T15:11:03,37.38432812862947,-5.98576185665983,26.006494998728957
BUS002,2025-04-19T15:12:03,37.38863283235429,-5.985393931661805,37.46696365579333
BUS003,2025-04-19T15:13:03,37.38861289412402,-5.9785849805071285,28.687867789031014
BUS001,2025-04-19T15:14:03,37.385545805933816,-5.986762821019034,44.9284472963868
BUS002,2025-04-19T15:15:03,37.39204785906747,-5.98651054525899,29.014976607824703
BUS003,2025-04-19T15:16:03,37.39222591359645,-5.985808017544178,24.44599295336647
BUS001,2025-04-19T15:17:03,37.39030353443997,-5.979192385542611,23.722101529414967
BUS002,2025-04-19T15:18:03,37.383794144238124,-5.983350651498358,33.17246202822522
BUS003,2025-04-19T15:19:03,37.38426605906845,-5.982746952209301,24.52437110197216
BUS001,2025-04-19T15:20:03,37.39355841276795,-5.9817863079827225,27.824279598876828
BUS002,2025-04-19T15:21:03,37.38989521038184,-5.9864136362584155,36.38411643783171
BUS003,2025-04-19T15:22:03,37.390841870052036,-5.984806618949723,27.65125405747588
BUS001,2025-04-19T15:23:03,37.38789017459534,-5.978104419608618,38.4211602415663
BUS002,2025-04-19T15:24:03,37.38594213029538,-5.987291500759271,33.39806980871448
BUS003,2025-04-19T15:25:03,37.39356737992412,-5.986362454196893,43.26190180211419
BUS001,2025-04-19T15:26:03,37.388331687071805,-5.986489718026177,21.405284267643978
BUS002,2025-04-19T15:27:03,37.391595465250504,-5.984621627212911,32.80908912947902
BUS003,2025-04-19T15:28:03,37.38366509676466,-5.987232615031916,42.86047977630503
BUS001,2025-04-19T15:29:03,37.390060979844556,-5.980628434273223,39.17108867752296
BUS002,2025-04-19T15:30:03,37.38424941984164,-5.9866253986685365,25.33346683062162
BUS003,2025-04-19T15:31:03,37.38946760050611,-5.984600030125634,42.67380458116436
BUS001,2025-04-19T15:32:03,37.38637072048009,-5.981406901673988,30.111065114820683
BUS002,2025-04-19T15:33:03,37.384633144442354,-5.98632589037302,23.50374756566024
BUS003,2025-04-19T15:34:03,37.386729628902636,-5.9787181604865705,41.39136404482697
BUS001,2025-04-19T15:35:03,37.38769282578575,-5.980684095001587,31.267078171934973
BUS002,2025-04-19T15:36:03,37.39267034667812,-5.9814094998264835,20.41498790289812
BUS003,2025-04-19T15:37:03,37.38441322496709,-5.9816770549283325,49.42289822567735
BUS001,2025-04-19T15:38:03,37.38580602893378,-5.98106351448,36.31858875582071
BUS002,2025-04-19T15:39:03,37.391357163014,-5.985367034097754,48.642080678647574
BUS003,2025-04-19T15:40:03,37.39293398504761,-5.977716960476243,39.5165979920338
BUS001,2025-04-19T15:41:03,37.38992176785194,-5.977311822669792,49.29416015370433
BUS002,2025-04-19T15:42:03,37.389150104299745,-5.977708989106314,30.280477276594656
BUS003,2025-04-19T15:43:03,37.393425873656405,-5.980099342201515,25.769199853475158
BUS001,2025-04-19T15:44:03,37.38613561315248,-5.981328482671278,43.82587870143891
BUS002,2025-04-19T15:45:03,37.392992622670846,-5.983222084676359,21.650248765111197
BUS003,2025-04-19T15:46:03,37.389491712631916,-5.986922830324586,41.479032829034196
BUS001,2025-04-19T15:47:03,37.38642167485371,-5.982214555774556,39.97246382443329
BUS002,2025-04-19T15:48:03,37.386498599653,-5.978088949552271,39.622417481028066
BUS003,2025-04-19T15:49:03,37.38525437235247,-5.98512706553861,37.20083567929507
BUS001,2025-04-19T15:50:03,37.38400335109361,-5.986500538136817,22.270547449370167
BUS002,2025-04-19T15:51:03,37.389204972485445,-5.984986257495355,26.04965760982794
BUS003,2025-04-19T15:52:03,37.39249343165172,-5.984120581701057,38.860197127010046
BUS001,2025-04-19T15:53:03,37.383680787572686,-5.981886928882771,23.929583176612912
BUS002,2025-04-19T15:54:03,37.3894551520851,-5.980073362081386,34.62224357700691
BUS003,2025-04-19T15:55:03,37.386581631013556,-5.982292463029841,31.37478743359861
BUS001,2025-04-19T15:56:03,37.393484071772434,-5.977655261966455,21.607704397286717
BUS002,2025-04-19T15:57:03,37.39051102721231,-5.9775452798536834,44.161948965099796
BUS003,2025-04-19T15:58:03,37.39141057011161,-5.984979362243187,22.847691815562555
BUS001,2025-04-19T15:59:03,37.38822357675472,-5.984588135109506,32.52958073971794
BUS002,2025-04-19T16:00:03,37.388000912715164,-5.985987318643151,30.42150550759666
BUS003,2025-04-19T16:01:03,37.38406881778571,-5.977587051481486,49.641679434967045
BUS001,2025-04-19T16:02:03,37.39113310670383,-5.980216631228075,39.480682757165404
BUS002,2025-04-19T16:03:03,37.38558478336235,-5.987173675978212,25.571256412072884
BUS003,2025-04-19T16:04:03,37.392237434056156,-5.986256788611002,30.027623801436757
BUS001,2025-04-19T16:05:03,37.384675868426484,-5.979066619331115,44.1206795257012
BUS002,2025-04-19T16:06:03,37.390212314121094,-5.982519749665011,25.879660978227307
BUS003,2025-04-19T16:07:03,37.39112996821701,-5.9850968659470665,31.916859711590902
BUS001,2025-04-19T16:08:03,37.387924310645836,-5.9853259189391315,26.573710845346707
BUS002,2025-04-19T16:09:03,37.38595828276781,-5.9783918539496215,26.746256378989408
BUS003,2025-04-19T16:10:03,37.390192705586855,-5.979684540863985,22.699737501655388
BUS001,2025-04-19T16:11:03,37.39326558308004,-5.981437816945135,27.00998648240952
BUS002,2025-04-19T16:12:03,37.38522885964505,-5.987126894537701,34.41619536137325
BUS003,2025-04-19T16:13:03,37.38638575570644,-5.978743171180978,33.62153918533535
BUS001,2025-04-19T16:14:03,37.39270209907682,-5.982912664551658,26.72673369170559
BUS002,2025-04-19T16:15:03,37.3928724531842,-5.987201125970679,39.43378339146072
BUS003,2025-04-19T16:16:03,37.38875935714389,-5.985536519028799,44.920240727894054
BUS001,2025-04-19T16:17:03,37.38886184837753,-5.981362507852861,49.31915401915215
BUS002,2025-04-19T16:18:03,37.38472629833355,-5.984156586107916,39.73761837703502
BUS003,2025-04-19T16:19:03,37.39328668177722,-5.98157651711298,33.94463874276252
BUS001,2025-04-19T16:20:03,37.393122889036604,-5.987073809268031,31.07653915910434
BUS002,2025-04-19T16:21:03,37.3875996598192,-5.981265506491838,44.8450488396884
BUS003,2025-04-19T16:22:03,37.383764920971714,-5.980216928751472,42.03413060584188
BUS001,2025-04-19T16:23:03,37.38496020928532,-5.9809288770646045,23.024052662284205
BUS002,2025-04-19T16:24:03,37.388792052246096,-5.9805191928173915,23.8776252350371
BUS003,2025-04-19T16:25:03,37.39137072137017,-5.978311049811255,23.578649581857476
BUS001,2025-04-19T16:26:03,37.388628560108316,-5.982678212633207,28.091302872958348
BUS002,2025-04-19T16:27:03,37.38885467060242,-5.983540689316828,27.981695151605727
BUS003,2025-04-19T16:28:03,37.389279952609435,-5.979919243456491,31.34756399473799
BUS001,2025-04-19T16:29:03,37.390505962154734,-5.979005650594484,42.05733031055567
BUS002,2025-04-19T16:30:03,37.38360036818399,-5.981665459704484,34.37000900499886
BUS003,2025-04-19T16:31:03,37.38888197047439,-5.984854491693841,32.390720430111706
BUS001,2025-04-19T16:32:03,37.38680459304853,-5.983368609905791,28.882556642939267
BUS002,2025-04-19T16:33:03,37.39175610305455,-5.982926055595592,28.127471048212357
BUS003,2025-04-19T16:34:03,37.386585533343265,-5.981863134979194,49.76259916744023
